0	0	0	0.50000000	0.28867513
-0.021922758	8.6995067e-05	0	0.49987698	0.28867513
-0.043323543	0.00034798027	0	0.49950787	0.28867513
-0.064202361	0.00078295561	0	0.49889272	0.28867513
-0.084559202	0.0013919211	0	0.49803153	0.28867513
-0.10439408	0.0021748766	0	0.49692425	0.28867513
-0.12370699	0.0031318225	0	0.49557093	0.28867513
-0.14249793	0.0042627584	0	0.49397156	0.28867513
-0.16076688	0.0055676843	0	0.49212611	0.28867513
-0.17851388	0.0070466003	0	0.49003461	0.28867513
-0.19573890	0.0086995065	0	0.48769704	0.28867513
-0.21244195	0.010526403	0	0.48511341	0.28867513
-0.22862303	0.012527290	0	0.48228374	0.28867513
-0.24428216	0.014702166	0	0.47920799	0.28867513
-0.25941929	0.017051034	0	0.47588620	0.28867513
-0.27403447	0.019573890	0	0.47231835	0.28867513
-0.28812766	0.022270737	0	0.46850443	0.28867513
-0.30169889	0.025141574	0	0.46444446	0.28867513
-0.31474817	0.028186401	0	0.46013841	0.28867513
-0.32727545	0.031405218	0	0.45558631	0.28867513
-0.33928075	0.034798026	0	0.45078817	0.28867513
-0.35076413	0.038364824	0	0.44574395	0.28867513
-0.36172548	0.042105611	0	0.44045368	0.28867513
-0.37216491	0.046020392	0	0.43491733	0.28867513
-0.38208234	0.050109159	0	0.42913494	0.28867513
-0.39147779	0.054371916	0	0.42310649	0.28867513
-0.40035129	0.058808666	0	0.41683200	0.28867513
-0.40870282	0.063419402	0	0.41031143	0.28867513
-0.41653237	0.068204135	0	0.40354478	0.28867513
-0.42383996	0.073162854	0	0.39653209	0.28867513
-0.43062559	0.078295559	0	0.38927335	0.28867513
-0.43688923	0.083602257	0	0.38176855	0.28867513
-0.44263092	0.089082949	0	0.37401769	0.28867513
-0.44785061	0.094737627	0	0.36602077	0.28867513
-0.45254833	0.10056630	0	0.35777777	0.28867513
-0.45672411	0.10656895	0	0.34928873	0.28867513
-0.46037790	0.11274561	0	0.34055364	0.28867513
-0.46350971	0.11909625	0	0.33157247	0.28867513
-0.46611956	0.12562087	0	0.32234526	0.28867513
-0.46820745	0.13231950	0	0.31287196	0.28867513
-0.46977335	0.13919210	0	0.30315262	0.28867513
-0.47081730	0.14623871	0	0.29318723	0.28867513
-0.47133929	0.15345930	0	0.28297579	0.28867513
-0.47133929	0.16085388	0	0.27251825	0.28867513
-0.47081730	0.16842245	0	0.26181468	0.28867513
-0.46977335	0.17616501	0	0.25086504	0.28867513
-0.46820745	0.18408157	0	0.23966935	0.28867513
-0.46611956	0.19217211	0	0.22822760	0.28867513
-0.46350971	0.20043664	0	0.21653979	0.28867513
-0.46037790	0.20887515	0	0.20460592	0.28867513
-0.45672411	0.21748766	0	0.19242600	0.28867513
-0.45254833	0.22627416	0	0.18000001	0.28867513
-0.44785061	0.23523466	0	0.16732796	0.28867513
-0.44263092	0.24436915	0	0.15440984	0.28867513
-0.43688923	0.25367761	0	0.14124568	0.28867513
-0.43062559	0.26316008	0	0.12783545	0.28867513
-0.42383996	0.27281654	0	0.11417916	0.28867513
-0.41653237	0.28264698	0	0.10027681	0.28867513
-0.40870282	0.29265141	0	0.086128414	0.28867513
-0.40035129	0.30282983	0	0.071733952	0.28867513
-0.39147779	0.31318223	0	0.057093427	0.28867513
-0.38208234	0.32370865	0	0.042206842	0.28867513
-0.37216491	0.33440903	0	0.027074203	0.28867513
-0.36172548	0.34528342	0	0.011695501	0.28867513
-0.35078585	0.35631004	0	-0.0039138794	0.28867513
-0.33982447	0.36701044	0	-0.019415610	0.28867513
-0.32903710	0.37718886	0	-0.034671281	0.28867513
-0.31842369	0.38684532	0	-0.049680892	0.28867513
-0.30798429	0.39597979	0	-0.064444445	0.28867513
-0.29771888	0.40459231	0	-0.078961939	0.28867513
-0.28762743	0.41268286	0	-0.093233369	0.28867513
-0.27770999	0.42025143	0	-0.10725874	0.28867513
-0.26796657	0.42729801	0	-0.12103806	0.28867513
-0.25839710	0.43382266	0	-0.13457131	0.28867513
-0.24900164	0.43982533	0	-0.14785852	0.28867513
-0.23978016	0.44530600	0	-0.16089965	0.28867513
-0.23073266	0.45026472	0	-0.17369473	0.28867513
-0.22185917	0.45470145	0	-0.18624376	0.28867513
-0.21315967	0.45861626	0	-0.19854671	0.28867513
-0.20463414	0.46200904	0	-0.21060361	0.28867513
-0.19628263	0.46487990	0	-0.22241445	0.28867513
-0.18810509	0.46722877	0	-0.23397924	0.28867513
-0.18010154	0.46905565	0	-0.24529797	0.28867513
-0.17227198	0.47036058	0	-0.25637063	0.28867513
-0.16461642	0.47114354	0	-0.26719722	0.28867513
-0.15713485	0.47140452	0	-0.27777779	0.28867513
-0.14982726	0.47114354	0	-0.28811225	0.28867513
-0.14269365	0.47036058	0	-0.29820070	0.28867513
-0.13573405	0.46905565	0	-0.30804306	0.28867513
-0.12894844	0.46722877	0	-0.31763938	0.28867513
-0.12233681	0.46487990	0	-0.32698962	0.28867513
-0.11589918	0.46200904	0	-0.33609381	0.28867513
-0.10963553	0.45861626	0	-0.34495193	0.28867513
-0.10354588	0.45470145	0	-0.35356402	0.28867513
-0.097630218	0.45026472	0	-0.36193001	0.28867513
-0.091888539	0.44530600	0	-0.37004998	0.28867513
-0.086320855	0.43982533	0	-0.37792388	0.28867513
-0.080927163	0.43382266	0	-0.38555172	0.28867513
-0.075707458	0.42729801	0	-0.39293349	0.28867513
-0.070661746	0.42025143	0	-0.40006921	0.28867513
-0.065790020	0.41268286	0	-0.40695885	0.28867513
-0.061092287	0.40459231	0	-0.41360247	0.28867513
-0.056568541	0.39597979	0	-0.41999999	0.28867513
-0.052218787	0.38684532	0	-0.42615148	0.28867513
-0.048043028	0.37718886	0	-0.43205690	0.28867513
-0.044041254	0.36701044	0	-0.43771628	0.28867513
-0.040213469	0.35631004	0	-0.44312957	0.28867513
-0.036559679	0.34508768	0	-0.44829682	0.28867513
-0.033079874	0.33334336	0	-0.45321798	0.28867513
-0.029774062	0.32107705	0	-0.45789310	0.28867513
-0.026642239	0.30828878	0	-0.46232218	0.28867513
-0.023684407	0.29497853	0	-0.46650520	0.28867513
-0.020900564	0.28114632	0	-0.47044215	0.28867513
-0.018290713	0.26679212	0	-0.47413301	0.28867513
-0.015854850	0.25191596	0	-0.47757787	0.28867513
-0.013592979	0.23651785	0	-0.48077664	0.28867513
-0.011505098	0.22059774	0	-0.48372933	0.28867513
-0.0095912060	0.20415567	0	-0.48643598	0.28867513
-0.0078513045	0.18719164	0	-0.48889658	0.28867513
