0.4597479	0.01480212	0.04428914	-0.02819328	0.001151017	-0.005014544	0.3452161	0.01836199	0.2399389	0.1688967
0.4715743	0.02142402	0.04144415	-0.03021508	0.001900230	-0.002926433	0.3287481	0.008205868	0.2501979	0.1700668
0.4709828	0.04262365	0.02501351	-0.03350086	0.002895841	-0.001415032	0.2951910	-0.007262704	0.2691913	0.1694709
0.4212773	0.08814675	0.005849617	-0.04417785	0.01007630	0.002158702	0.2157632	-0.02695862	0.2668985	0.1620635
0.3112125	0.1637560	-0.008156315	-0.05905582	0.02827472	0.01044929	0.07839185	-0.04423770	0.2312531	0.1440171
0.1511533	0.2438850	-0.02954524	-0.06134056	0.09908047	0.04960255	-0.08654118	-0.05285963	0.1529685	0.07742847
0.04489196	0.3021903	-0.05009186	-0.03742668	0.1687422	0.08909070	-0.1953917	-0.03553759	0.1112469	0.01219524
0.01976898	0.2924846	-0.06455295	0.001226606	0.2376108	0.1301711	-0.2033457	-4.628777e-05	0.09960971	-0.05174021
0.008879627	0.2622108	-0.08437423	0.008441013	0.2807168	0.1563343	-0.1856724	0.02277678	0.07216726	-0.09089972
0.002217229	0.2264217	-0.1043143	0.01348404	0.3237330	0.1830460	-0.1617202	0.04534210	0.04443254	-0.1295956
0.001012086	0.1946423	-0.1134183	0.01528288	0.3631283	0.2067865	-0.1391733	0.06064091	0.02893018	-0.1660684
0.0007757367	0.1662064	-0.1137031	0.01366610	0.4011908	0.2291590	-0.1188162	0.06676564	0.01828435	-0.2019743
0.0005609023	0.1382015	-0.1107497	0.01138419	0.4371552	0.2503509	-0.09870581	0.06712797	0.007023872	-0.2358947
0.0003537496	0.1105948	-0.1069604	0.008160693	0.4747226	0.2727785	-0.07892120	0.06759568	-0.003068568	-0.2711152
0.0001973705	0.08803943	-0.1052559	0.004134491	0.5055647	0.2912922	-0.06277467	0.07004596	-0.01121067	-0.2999700
0.0001550551	0.07347703	-0.1188493	0.001932164	0.5087749	0.2929820	-0.05235787	0.08113104	-0.02438312	-0.3031539
0.0001192705	0.05912671	-0.1351345	0.001108505	0.5073665	0.2920795	-0.04212818	0.09290563	-0.03961113	-0.3018648
8.206970e-05	0.04628399	-0.1490636	0.0003429443	0.5072641	0.2921092	-0.03297838	0.1032376	-0.05273907	-0.3016798
4.481743e-05	0.03515144	-0.1596726	-0.0002908457	0.5092460	0.2935589	-0.02504936	0.1114372	-0.06319186	-0.3033132
2.413939e-05	0.02787965	-0.1727856	-0.0007945662	0.5047197	0.2911725	-0.01986439	0.1214110	-0.07294102	-0.2987857
