0	0	0	0	0	0	0.50000000	0	0.35355338	0.18463723
-0.048592184	0.00044041252	0	0	0	0	0.49937716	0	0.35355338	0.18463723
-0.094541892	0.0017616501	0	0	0	0	0.49750865	0	0.35355338	0.18463723
-0.13784912	0.0039637126	0	0	0	0	0.49439445	0	0.35355338	0.18463723
-0.17851388	0.0070466003	0	0	0	0	0.49003461	0	0.35355338	0.18463723
-0.21653616	0.011010313	0	0	0	0	0.48442906	0	0.35355338	0.18463723
-0.25191596	0.015854850	0	0	0	0	0.47757787	0	0.35355338	0.18463723
-0.28465331	0.021580214	0	0	0	0	0.46948096	0	0.35355338	0.18463723
-0.31474817	0.028186401	0	0	0	0	0.46013841	0	0.35355338	0.18463723
-0.34220055	0.035673413	0	0	0	0	0.44955018	0	0.35355338	0.18463723
-0.36701044	0.044041254	0	0	0	0	0.43771628	0	0.35355338	0.18463723
-0.38917786	0.053289916	0	0	0	0	0.42463669	0	0.35355338	0.18463723
-0.40870282	0.063419402	0	0	0	0	0.41031143	0	0.35355338	0.18463723
-0.42558530	0.074429721	0	0	0	0	0.39474049	0	0.35355338	0.18463723
-0.43982533	0.086320855	0	0	0	0	0.37792388	0	0.35355338	0.18463723
-0.45142284	0.099092819	0	0	0	0	0.35986158	0	0.35355338	0.18463723
-0.46037790	0.11274561	0	0	0	0	0.34055364	0	0.35355338	0.18463723
-0.46669048	0.12727922	0	0	0	0	0.31999999	0	0.35355338	0.18463723
-0.47036058	0.14269365	0	0	0	0	0.29820070	0	0.35355338	0.18463723
-0.47138822	0.15898892	0	0	0	0	0.27515572	0	0.35355338	0.18463723
-0.46977335	0.17616501	0	0	0	0	0.25086504	0	0.35355338	0.18463723
-0.46551603	0.19422193	0	0	0	0	0.22532871	0	0.35355338	0.18463723
-0.45861626	0.21315967	0	0	0	0	0.19854671	0	0.35355338	0.18463723
-0.44907397	0.23297822	0	0	0	0	0.17051902	0	0.35355338	0.18463723
-0.43688923	0.25367761	0	0	0	0	0.14124568	0	0.35355338	0.18463723
-0.42206201	0.27525783	0	0	0	0	0.11072665	0	0.35355338	0.18463723
-0.40459231	0.29771888	0	0	0	0	0.078961939	0	0.35355338	0.18463723
-0.38448015	0.32106075	0	0	0	0	0.045951556	0	0.35355338	0.18463723
-0.36172548	0.34528342	0	0	0	0	0.011695501	0	0.35355338	0.18463723
-0.33711132	0.36960399	0	0	0	0	-0.023252595	0	0.35355338	0.18463723
-0.31318223	0.39147779	0	0	0	0	-0.057093427	0	0.35355338	0.18463723
-0.29013398	0.41070914	0	0	0	0	-0.089688584	0	0.35355338	0.18463723
-0.26796657	0.42729801	0	0	0	0	-0.12103806	0	0.35355338	0.18463723
-0.24667995	0.44124442	0	0	0	0	-0.15114187	0	0.35355338	0.18463723
-0.22627416	0.45254833	0	0	0	0	-0.18000001	0	0.35355338	0.18463723
-0.20674922	0.46120977	0	0	0	0	-0.20761245	0	0.35355338	0.18463723
-0.18810509	0.46722877	0	0	0	0	-0.23397924	0	0.35355338	0.18463723
-0.17034177	0.47060525	0	0	0	0	-0.25910035	0	0.35355338	0.18463723
-0.15345930	0.47133929	0	0	0	0	-0.28297579	0	0.35355338	0.18463723
-0.13745764	0.46943083	0	0	0	0	-0.30560553	0	0.35355338	0.18463723
-0.12233681	0.46487990	0	0	0	0	-0.32698962	0	0.35355338	0.18463723
-0.10809681	0.45768648	0	0	0	0	-0.34712803	0	0.35355338	0.18463723
-0.094737627	0.44785061	0	0	0	0	-0.36602077	0	0.35355338	0.18463723
-0.082259275	0.43537226	0	0	0	0	-0.38366783	0	0.35355338	0.18463723
-0.070661746	0.42025143	0	0	0	0	-0.40006921	0	0.35355338	0.18463723
-0.059945039	0.40248811	0	0	0	0	-0.41522491	0	0.35355338	0.18463723
-0.050109159	0.38208234	0	0	0	0	-0.42913494	0	0.35355338	0.18463723
-0.041154105	0.35903409	0	0	0	0	-0.44179931	0	0.35355338	0.18463723
-0.033079874	0.33334336	0	0	0	0	-0.45321798	0	0.35355338	0.18463723
-0.025886470	0.30501014	0	0	0	0	-0.46339101	0	0.35355338	0.18463723
-0.019573890	0.27403447	0	0	0	0	-0.47231835	0	0.35355338	0.18463723
-0.014142135	0.24041630	0	0	0	0	-0.47999999	0	0.35355338	0.18463723
-0.0095912060	0.20415567	0	0	0	0	-0.48643598	0	0.35355338	0.18463723
-0.0059211017	0.16525257	0	0	0	0	-0.49162629	0	0.35355338	0.18463723
-0.0031318225	0.12370699	0	0	0	0	-0.49557093	0	0.35355338	0.18463723
-0.0012233681	0.079518929	0	0	0	0	-0.49826989	0	0.35355338	0.18463723
-0.00019573890	0.032688398	0	0	0	0	-0.49972320	0	0.35355338	0.18463723
0	-0.016491003	4.8934726e-05	0	0	0	-0.49996540	3.4602075e-05	0.35350445	0.18463723
0	-0.064202361	0.00078295561	0	0	0	-0.49944636	0.00055363320	0.35277045	0.18463723
0	-0.10927124	0.0023978015	0	0	0	-0.49830449	0.0016955017	0.35115558	0.18463723
0	-0.15169765	0.0048934724	0	0	0	-0.49653980	0.0034602077	0.34865993	0.18463723
0	-0.19148158	0.0082699684	0	0	0	-0.49415225	0.0058477507	0.34528342	0.18463723
0	-0.22862303	0.012527290	0	0	0	-0.49114186	0.0088581312	0.34102610	0.18463723
0	-0.26312202	0.017665436	0	0	0	-0.48750865	0.012491349	0.33588797	0.18463723
0	-0.29497853	0.023684407	0	0	0	-0.48325258	0.016747406	0.32986897	0.18463723
